Ссылка,Имя врача,Сумма Стаж,Специальность,Ученая степень,Работает в клиниках,Сумма Отзывов,Сумма Рейтинг
https://prodoctorov.ru/moskva/vrach/479109-velikolug/otzivi/,Великолуг Константин Александрович,31,"Гастроэнтеролог, эндоскопист",высшая категория; д.м.н.,«Ниармедик» на Маршала Жукова; «МедлайН Сервис» Речной Вокзал,16,0.78
https://prodoctorov.ru/moskva/vrach/47918-zubkin/otzivi/,Зубкин Михаил Леонидович,48,"Терапевт, гастроэнтеролог, нефролог",высшая категория; профессор,Больница №52; «Консультативно-диагностический центр НИИ эпидемиологии»,1,0
https://prodoctorov.ru/moskva/vrach/484491-alyabeva/otzivi/,Алябьева Дарья Александровна,10,Гастроэнтеролог,высшая категория,Клиника «Медси» в Хорошевском проезде,7,0.56
https://prodoctorov.ru/moskva/vrach/484493-lebedeva/otzivi/,Лебедева Юлия Сергеевна,10,Гастроэнтеролог,высшая категория,Филиал №5 диагностического центра №5,14,0.36
https://prodoctorov.ru/moskva/vrach/484504-ermakova/otzivi/,Ермакова Мария Алексеевна,12,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0.26
https://prodoctorov.ru/moskva/vrach/484506-hanina/otzivi/,Ханина Екатерина Александровна,21,Гастроэнтеролог,высшая категория,Московский клинический научный центр (МКНЦ) на Новогиреевской,0,0
https://prodoctorov.ru/moskva/vrach/484514-sherbakova/otzivi/,Щербакова Наталья Алексеевна,12,Гастроэнтеролог,высшая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,2,0.26
https://prodoctorov.ru/moskva/vrach/484515-matveeva/otzivi/,Матвеева Юлия Александровна,15,Гастроэнтеролог,первая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,8,0.52
https://prodoctorov.ru/moskva/vrach/484516-melkina/otzivi/,Мелькина Елена Сергеевна,19,Гастроэнтеролог,высшая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0
https://prodoctorov.ru/moskva/vrach/484521-embutnieks/otzivi/,Эмбутниекс Юлия Викторовна,28,"Гастроэнтеролог, терапевт",высшая категория; д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,8,0
https://prodoctorov.ru/moskva/vrach/484725-sapelnikova/otzivi/,Сапельникова Екатерина Юрьевна,18,"Терапевт, гастроэнтеролог",вторая категория,Клиника «Семейная» на Полежаевской,7,0.74
https://prodoctorov.ru/moskva/vrach/485042-syutkin/otzivi/,Сюткин Владимир Евгеньевич,31,"Гастроэнтеролог, терапевт",д.м.н.,Клиника «Медси» на Мичуринском проспекте; Больница ФМБЦ им. Бурназяна,9,0.06
https://prodoctorov.ru/moskva/vrach/486723-ohotnikova/otzivi/,Охотникова Наталия Львовна,39,"Гастроэнтеролог, проктолог (колопроктолог), эндоскопист",к.м.н.,«Первый Доктор» в Отрадном; Клиника «Евромед» на Маяковской; «Первый Доктор» на Киевской; Университетская клиническая больница №1 Сеченова,88,0.9
https://prodoctorov.ru/moskva/vrach/487429-bahovudinova/otzivi/,Левкова (Баховудинова) Олеся Владимировна,26,"Терапевт, гастроэнтеролог, кардиолог, функциональный диагност",к.м.н.,«МедлайН Сервис» на Сходненской; Медицинский центр «Знакомый Доктор» на Профсоюзной; Клиника «МедЗдрав»; Медицинский центр «Знакомый Доктор» на Химкинском бульваре,3,0.59
https://prodoctorov.ru/moskva/vrach/49187-gerasimova/otzivi/,Герасимова Мария Викторовна,20,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Президент-Мед»,13,0.79
https://prodoctorov.ru/moskva/vrach/494850-titov/otzivi/,Титов Валерий Викторович,32,"Гастроэнтеролог, врач УЗИ, гепатолог, детский гастроэнтеролог, паразитолог, флеболог, хирург",к.м.н.,Клиника «Медпрайм»,52,0.93
https://prodoctorov.ru/moskva/vrach/496506-isakova/otzivi/,Исакова Светлана Сергеевна,19,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Рассвет»,7,0
https://prodoctorov.ru/moskva/vrach/496507-kogrusheva/otzivi/,Когрушева Юлия Петровна,12,"Терапевт, гастроэнтеролог",первая категория,Клиника «Огни Олимпа»,7,0.15
https://prodoctorov.ru/moskva/vrach/498024-balyberdina/otzivi/,Балыбердина Мария Вячеславовна,33,Гастроэнтеролог,высшая категория,Поликлиника ФНПР; КДЦ «Арбатский»,6,0.64
https://prodoctorov.ru/moskva/vrach/500474-pyatova/otzivi/,Пятова Наталия Ивановна,39,Гастроэнтеролог,к.м.н.,«МультиМед» в Митино,3,0.59
https://prodoctorov.ru/moskva/vrach/500517-ostrovskaya/otzivi/,Островская Анна Сергеевна,17,Гастроэнтеролог,высшая категория,Клиника внутренних болезней Василенко,4,0.68
https://prodoctorov.ru/moskva/vrach/501101-suldina/otzivi/,Сульдина Ирина Викторовна,28,"Терапевт, гастроэнтеролог, диетолог",к.м.н.,Клиника «Семейная» на Каширское шоссе; Центральная поликлиника Больницы №85 ФМБА; Поликлиника ФМБА №5 на Каширском шоссе,5,0.21
https://prodoctorov.ru/moskva/vrach/501624-vereshagina/otzivi/,Верещагина Татьяна Евгеньевна,33,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог, кардиолог",первая категория,«МедлайН Сервис» на Сходненской,10,0.84
https://prodoctorov.ru/moskva/vrach/505489-mihaylova/otzivi/,Михайлова Елена Валентиновна,42,"Терапевт, гастроэнтеролог",к.м.н.,Клиника «Семейная» на Сходненской,4,0.32
https://prodoctorov.ru/moskva/vrach/506130-maksimova/otzivi/,Максимова Наталья Борисовна,50,Гастроэнтеролог,высшая категория,Клиника внутренних болезней Василенко,1,0
https://prodoctorov.ru/moskva/vrach/506925-litvinenko/otzivi/,Литвиненко Влада Олеговна,28,Гастроэнтеролог,высшая категория; к.м.н.,«РЖД-Медицина» на Плющева,5,0
https://prodoctorov.ru/moskva/vrach/508742-dobrolyubova/otzivi/,Добролюбова Екатерина Александровна,23,Гастроэнтеролог,первая категория; к.м.н.,7-й военный авиационный госпиталь (филиал №1),1,0.16
https://prodoctorov.ru/moskva/vrach/508836-kalugina/otzivi/,Калугина Ирина Николаевна,24,Гастроэнтеролог,высшая категория,Поликлиника ФНС,2,0.51
https://prodoctorov.ru/moskva/vrach/508842-levanskaya/otzivi/,Леванская Светлана Абдуллаевна,21,Гастроэнтеролог,высшая категория,Поликлиника ФНС,1,0.31
https://prodoctorov.ru/moskva/vrach/509024-sokolova/otzivi/,Соколова Елена Геннадьевна,38,Гастроэнтеролог,высшая категория,Поликлиника ФНС,3,0
https://prodoctorov.ru/moskva/vrach/513339-panova/otzivi/,Панова Светлана Юрьевна,11,"Гастроэнтеролог, гепатолог, терапевт",профессор,Лаборатория «CMD» на Авиационной; Медицинский центр «Диагностика» на Живописной,11,0.83
https://prodoctorov.ru/moskva/vrach/51458-monakova/otzivi/,Монакова Екатерина Сергеевна,18,Гастроэнтеролог,высшая категория,Клиника «Медси» на Пролетарском,12,0.67
https://prodoctorov.ru/moskva/vrach/516464-karpova/otzivi/,Карпова Валентина Сергеевна,35,"Гастроэнтеролог, аллерголог",высшая категория,Клиника «Медси» на Успенской; Медицинский центр «София»,2,0
https://prodoctorov.ru/moskva/vrach/518531-shubina/otzivi/,Шубина Ирина Вячеславовна,17,Гастроэнтеролог,высшая категория; к.м.н.,Больница №83 ФНКЦ ФМБА России; Краевая больница,12,0.74
https://prodoctorov.ru/moskva/vrach/524033-parcvania/otzivi/,Парцваниа-Виноградова Екатерина Владимировна,13,"Гастроэнтеролог, терапевт",к.м.н.,Клиника «Имма» в Строгино,1,0
https://prodoctorov.ru/moskva/vrach/524066-larkina/otzivi/,Кружкова (Ларькина) Юлия Станиславовна,8,"Гастроэнтеролог, детский гастроэнтеролог",первая категория,«Клиника Фомина» на Мичуринском; Клиника «Чайка» в Метрополисе,5,0.78
https://prodoctorov.ru/moskva/vrach/524254-volkova/otzivi/,Волкова Людмила Александровна,33,"Гастроэнтеролог, гомеопат",к.м.н.,Клиника «Даная» на Павелецкой; Клиника «Даная» на Цветном бульваре,6,0.77
https://prodoctorov.ru/moskva/vrach/526334-polyakova/otzivi/,Полякова Алла Витальевна,32,Гастроэнтеролог,к.м.н.,«Московский центр проблем здоровья»,0,0
https://prodoctorov.ru/moskva/vrach/526970-kovalskaya/otzivi/,Ковальская Екатерина Алексеевна,30,"Врач УЗИ, гастроэнтеролог, пульмонолог, терапевт",к.м.н.,Клиника «CMD» на Воронцовской; Клиника «CMD» на Головинском; «МедЦентрСервис» в Медведково; Лаборатория «CMD» на Жулебинском бульваре,15,0.75
https://prodoctorov.ru/moskva/vrach/529763-makedonskaya/otzivi/,Македонская Татьяна Петровна,37,Гастроэнтеролог,высшая категория; к.м.н.,Институт скорой помощи Склифосовского,2,0.17
https://prodoctorov.ru/moskva/vrach/532374-muhamedzhanova/otzivi/,Комкова (Мухамеджанова) Эльвира Равиловна,14,"Гастроэнтеролог, гепатолог",к.м.н.,Медицинский центр «ГУТА Клиник»,27,0.88
https://prodoctorov.ru/moskva/vrach/532380-shadrina/otzivi/,Шадрина Ксения Викторовна,19,Гастроэнтеролог,высшая категория; к.м.н.,«Семейный доктор» №10 на Флотской,6,0.33
https://prodoctorov.ru/moskva/vrach/532476-zamyatkina/otzivi/,Замяткина Ирина Александровна,10,Гастроэнтеролог,к.м.н.,«Семейный доктор» №16 на Варшавском шоссе,2,0.36
https://prodoctorov.ru/moskva/vrach/532521-krylova/otzivi/,Крылова Карина Вячеславовна,11,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,«Клиника Фомина» на Долгоруковской; «МедСвисс» на Ермолаевском переулке,8,0.87
https://prodoctorov.ru/moskva/vrach/532549-pletminceva/otzivi/,Плетминцева Ольга Геннадьевна,38,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог, кардиолог, нефролог",к.м.н.,Клиника «CMD» на Бутырской; Клиника «Хеликс» на Дмитрия Донского; «Первая клиника Митино»; «СМ-Клиника» на Крылатском,28,0.88
https://prodoctorov.ru/moskva/vrach/532610-zizina/otzivi/,Зизина Галина Олеговна,17,Гастроэнтеролог,высшая категория,Клиника «Медси» на Новочеремушкинской,6,0.14
https://prodoctorov.ru/moskva/vrach/536546-maskin/otzivi/,Маскин Максим Сергеевич,23,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог, детский гастроэнтеролог, психолог",высшая категория; профессор,«Олимп Клиник Марс» на 1-й Ямского Поля,5,0.77
https://prodoctorov.ru/moskva/vrach/537519-boldyrev/otzivi/,Болдырев Константин Юрьевич,23,"Диетолог, аллерголог, гастроэнтеролог, терапевт, эндокринолог",к.м.н.,«МедСемья» Орехово; «МедСемья» Речной вокзал; «МедСемья» в Южном Бутово; «МедСемья» Солнцево,9,0.86
https://prodoctorov.ru/moskva/vrach/540464-nahodkina/otzivi/,Находкина Анна Юрьевна,11,Гастроэнтеролог,к.м.н.,ЦМСЧ №119 ФМБА,5,0.74
https://prodoctorov.ru/moskva/vrach/54211-osadchuk/otzivi/,Осадчук Алексей Михайлович,27,Гастроэнтеролог,профессор,«Скандинавский центр здоровья»,5,0
https://prodoctorov.ru/moskva/vrach/54325-garmash/otzivi/,Гармаш Ирина Владимировна,29,"Терапевт, гастроэнтеролог, гепатолог",к.м.н.,Медицинский центр «Км-Клиник»; «Клиника Актуальной Медицины»; Университетская клиника РУДН им. В.В. Виноградова (ранее Больница №64),5,0
https://prodoctorov.ru/moskva/vrach/544527-klinov/otzivi/,Клинов Юрий Михайлович,9,"Педиатр, гастроэнтеролог, детский гастроэнтеролог",к.м.н.,«СМ-Клиника» на 2-й Звенигородской; Клиника «Медси» на Авиационной,5,0.79
https://prodoctorov.ru/moskva/vrach/545745-orlova/otzivi/,Орлова Ирина Игоревна,33,"Детский гастроэнтеролог, гастроэнтеролог",высшая категория; к.м.н.,Детская клиника «ПреАмбула» Коммунарка,2,0.1
https://prodoctorov.ru/moskva/vrach/545746-kornilova/otzivi/,Корнилова Людмила Валерьевна,47,"Детский гастроэнтеролог, гастроэнтеролог, эндоскопист",высшая категория,«Центр Семашко и гомеопатический центр»; Детский медицинский центр «Солнышко»,7,0.55
https://prodoctorov.ru/moskva/vrach/545854-sergeeva/otzivi/,Сергеева Марина Владимировна,50,"Педиатр, гастроэнтеролог, инфекционист",высшая категория; к.м.н.,«МедлайН-Сервис» на Полежаевской,2,0.37
https://prodoctorov.ru/moskva/vrach/548171-hafisova/otzivi/,Хафисова Ольга Олеговна,18,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Мичуринском проспекте,0,0
https://prodoctorov.ru/moskva/vrach/548240-ershova/otzivi/,Ершова Вероника Рубеновна,19,Гастроэнтеролог,первая категория,Клиника «Медси» на Полянке,1,0
https://prodoctorov.ru/moskva/vrach/548668-alekseeva/otzivi/,Алексеева Светлана Николаевна,19,"Гастроэнтеролог, терапевт",высшая категория,«МедСвисс» на Ельнинской,6,0.68
https://prodoctorov.ru/moskva/vrach/548675-vinogradova/otzivi/,Виноградова Анастасия Вячеславовна,19,Гастроэнтеролог,высшая категория; д.м.н.,Клиника «Медси» на Пречистенке,0,0
https://prodoctorov.ru/moskva/vrach/548733-ponkratova/otzivi/,Понкратова Наталья Александровна,13,Гастроэнтеролог,к.м.н.,«МедСвисс» на Ленивке,2,0.01
https://prodoctorov.ru/moskva/vrach/549914-levina/otzivi/,Левина Оксана Николаевна,22,"Гастроэнтеролог, терапевт",первая категория; к.м.н.,Косметология «Алёнушка»; Больница Боткина (Боткинская больница),3,0
https://prodoctorov.ru/moskva/vrach/550147-hlyupina/otzivi/,Нескородева (Хлюпина) Альбина Михайловна,12,"Гастроэнтеролог, терапевт",первая категория; к.м.н.,Клиника «Медси» на проспекте Мира,4,0.16
https://prodoctorov.ru/moskva/vrach/550175-belousova/otzivi/,Белоусова Альфина Габдурахмановна,39,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог",высшая категория,Клиника «Счастливый доктор»,14,0.39
https://prodoctorov.ru/moskva/vrach/550447-cerne/otzivi/,Цэрнэ Виорика Владимировна,26,"Аллерголог, гастроэнтеролог, детский аллерголог, детский гастроэнтеролог, иммунолог",высшая категория,Клиника «Медси» в Хорошевском проезде; Больница «Медси» Отрадное,1,0.27
https://prodoctorov.ru/moskva/vrach/551085-shiganova/otzivi/,Шиганова Елена Сергеевна,12,"Терапевт, гастроэнтеролог, кардиолог, невролог",к.м.н.,«ГорКлиника» на Тухачевского; «Клиника на Кузьминской»,6,0.6
https://prodoctorov.ru/moskva/vrach/551537-karpova/otzivi/,Карпова Снежанна Андреевна,10,Гастроэнтеролог,к.м.н.,Клиника «Будь Здоров» на Сущевском валу,7,0.85
https://prodoctorov.ru/moskva/vrach/552057-evstigneeva/otzivi/,Евстигнеева Гузель Гареевна,23,"Гастроэнтеролог, остеопат",к.м.н.,Клиника «Остеопоинт»,12,0.92
https://prodoctorov.ru/moskva/vrach/553906-tretyakova/otzivi/,Третьякова Лариса Владимировна,35,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Моя семья» на Юбилейном проспекте 16; Клиника «Моя семья» на Советской (ранее «ФармМед»); Клиника «Моя семья» на Юбилейном проспекте 33; Лаборатория «Гемотест» Совхоза им. Ленина; Лаборатория «Гемотест» на Веселой,41,0.75
https://prodoctorov.ru/moskva/vrach/554472-chanturiya/otzivi/,Чантурия Жанна Алексеевна,53,Гастроэнтеролог,высшая категория; к.м.н.,«СМ-Клиника» на Войковской (пр-д Старопетровский),6,0
https://prodoctorov.ru/moskva/vrach/554477-rodygin/otzivi/,Родыгин Леонид Викторович,24,"Гастроэнтеролог, терапевт",первая категория,Медицинский центр «Онмед»; Поликлиника МИД,4,0.33
https://prodoctorov.ru/moskva/vrach/554490-arushanyan/otzivi/,Арушанян Арев Анушавановна,32,"Гастроэнтеролог, врач общей практики (семейный врач)",высшая категория,«Поликлиника на улице Строителей»; Клиника «Семейный доктор» на Новослободской; Поликлиника №52 филиал №1,12,0.47
https://prodoctorov.ru/moskva/vrach/554615-kolesnikova/otzivi/,Колесникова Екатерина Владимировна,28,"Эндоскопист, гастроэнтеролог",к.м.н.,Медицинский центр «МедБиоСпектр»; Поликлиника №134 в Ясенево,14,0.53
https://prodoctorov.ru/moskva/vrach/559664-grishina/otzivi/,Гришина Ирина Владимировна,30,"Гастроэнтеролог, гепатолог, терапевт",первая категория; к.м.н.,Клиника «СанМедЭксперт» на Бауманской; «ГастроЦентр»,1,0
https://prodoctorov.ru/moskva/vrach/560035-pogosova/otzivi/,Погосова Рената Геннадьевна,19,"Терапевт, гастроэнтеролог, гирудотерапевт, диетолог",к.м.н.,«МедСемья» Речной вокзал; Клиника «Нео Вита»; «АрбатКлиник»,5,0.27
https://prodoctorov.ru/moskva/vrach/561284-litvinova/otzivi/,Литвинова Лариса Михайловна,45,"Терапевт, гастроэнтеролог, кардиолог",высшая категория,Клиника «Мед-Диалог»,0,0
https://prodoctorov.ru/moskva/vrach/561608-kovaleva/otzivi/,Ковалева Евгения Олеговна,11,"Гастроэнтеролог, терапевт",вторая категория,Медицинский центр «Доктор 2000»,1,0
https://prodoctorov.ru/moskva/vrach/561942-kuznecov/otzivi/,Кузнецов Дмитрий Владимирович,18,"Гастроэнтеролог, терапевт, эндокринолог",к.м.н.,Медицинский центр «Премиум Мед»; Клиника «Добромед» на бульваре Дмитрия Донского,43,1
https://prodoctorov.ru/moskva/vrach/564812-belik/otzivi/,Белик Любовь Анатольевна,18,"Гастроэнтеролог, инфекционист",к.м.н.,«Чудо-Доктор» на Школьной 46; Клиника «Медгород» (ранее «Хорошая практика»),24,0.87
https://prodoctorov.ru/moskva/vrach/565197-sosnina/otzivi/,Соснина Людмила Владимировна,30,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог",к.м.н.,«СМ-Клиника» на Севастопольской,29,0.9
https://prodoctorov.ru/moskva/vrach/565273-kuchenov/otzivi/,Кученов Роман Геннадьевич,9,Гастроэнтеролог,высшая категория; к.м.н.,Больница №86 ФМБА; Поликлиника ФМБЦ им. Бурназяна,5,0.66
https://prodoctorov.ru/moskva/vrach/565278-morozova/otzivi/,Морозова Александра Сергеевна,21,"Гастроэнтеролог, детский гастроэнтеролог",первая категория; к.м.н.,Больница «Медси» Отрадное,9,0.52
https://prodoctorov.ru/moskva/vrach/565332-chukbar/otzivi/,Чукбар Ирина Евгеньевна,30,"Гастроэнтеролог, диетолог, терапевт",к.м.н.,«Он Клиник» на Парке Культуры; Клиника «Скоромед» на Привольной,6,0.51
https://prodoctorov.ru/moskva/vrach/565339-volkov/otzivi/,Волков Владимир Михайлович,45,"Гастроэнтеролог, гирудотерапевт",к.м.н.,«СМ-Клиника» на Курской (2-ом Сыромятническом пер.); «СМ-Клиника» на Войковской (пр-д Старопетровский),2,0
https://prodoctorov.ru/moskva/vrach/566114-ionichevskaya/otzivi/,Ионичевская Ирина Игоревна,16,"Терапевт, гастроэнтеролог, пульмонолог",к.м.н.,«Абакумов Клиник»,101,1
https://prodoctorov.ru/moskva/vrach/566585-hayrullina/otzivi/,Туаева (Хайруллина) Нелли Фанисовна,10,Гастроэнтеролог,высшая категория,Клиника «Медси» на улице Перерва,10,0.89
https://prodoctorov.ru/moskva/vrach/567267-zalesova/otzivi/,Залесова Виктория Геннадьевна,27,"Эндоскопист, гастроэнтеролог",к.м.н.,Клиника «Архимед»; «GMS Clinic» на Смоленской; «GMS Hospital» на Каланчёвской,4,0.6
https://prodoctorov.ru/moskva/vrach/567327-lyashenko/otzivi/,Ляшенко Ольга Сергеевна,14,Гастроэнтеролог,высшая категория,Клиника «К+31» на Лобачевского; Клиника внутренних болезней Василенко,8,0.85
https://prodoctorov.ru/moskva/vrach/568952-nigmatullina/otzivi/,Нигматуллина Карина Ильяровна,23,Гастроэнтеролог,к.м.н.,Медицинский центр «Медфей»,0,0
https://prodoctorov.ru/moskva/vrach/570085-finevich/otzivi/,Финевич Илона Александровна,27,"Терапевт, гастроэнтеролог",к.м.н.,«ГорКлиника в Зюзино»; Клиника «Доктор Озон» в Северном Бутово,34,0.92
https://prodoctorov.ru/moskva/vrach/571100-zhavoronkova/otzivi/,Жаворонкова Юлия Владимировна,19,Гастроэнтеролог,первая категория,Центр современной медицины; «Поликлиника Центросоюза»,3,0
https://prodoctorov.ru/moskva/vrach/575887-doronina/otzivi/,Доронина Анна Владимировна,22,Гастроэнтеролог,высшая категория; к.м.н.,«Центральная поликлиника на Ленинградке» (ранее «Центральная поликлиника Литфонда»); Клиника «МайМедикус»,1,0.32
https://prodoctorov.ru/moskva/vrach/576271-abramyan-barsuk/otzivi/,Абрамян-Барсук Лидия Вячеславовна,30,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Полимед» на Волоколамском шоссе,8,0.91
https://prodoctorov.ru/moskva/vrach/576367-demidova/otzivi/,Демидова Алла Сергеевна,38,"Терапевт, гастроэнтеролог, детский гастроэнтеролог, кардиолог",первая категория,«Чудо-Доктор» на Школьной 46,4,0.48
https://prodoctorov.ru/moskva/vrach/576758-kurnikova/otzivi/,Курникова Мария Сергеевна,9,Гастроэнтеролог,вторая категория,«Центральная поликлиника на Ленинградке» (ранее «Центральная поликлиника Литфонда»),5,0.69
https://prodoctorov.ru/moskva/vrach/577114-alieva/otzivi/,Алиева Севинч Бакировна,12,Гастроэнтеролог,к.м.н.,Диагностический центр №6 на Дмитровском шоссе; Поликлиника №12 на Яблочкова (ранее ГП №111),8,0.84
https://prodoctorov.ru/moskva/vrach/578152-abdulazizova/otzivi/,Абдулазизова Загра Хизриевна,8,Гастроэнтеролог,высшая категория; к.м.н.,«СМ-Клиника» в Марьиной Роще,5,0.75
https://prodoctorov.ru/moskva/vrach/579074-totolyan/otzivi/,Тотолян Гаяне Гургеновна,20,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «CMD» на Шмитовском; «Здоровое поколение» на Шаболовке; Больница имени Буянова (ранее Больница №12),1,0
https://prodoctorov.ru/moskva/vrach/579727-podolskaya/otzivi/,Подольская Дарья Владимировна,11,Гастроэнтеролог,к.м.н.,Клиника «Мать и дитя»; НМИЦ колопроктологии (ранее ГНЦ колопроктологии); «Новые медтехнологии» на Октябрьской,17,0.8
https://prodoctorov.ru/moskva/vrach/586078-kvaracheliya/otzivi/,Кварацхелия Тамари Отариевна,11,"Гастроэнтеролог, терапевт",к.м.н.,Клиника «Архимед»; Клиника «Имма» в Коммунарке,0,0
https://prodoctorov.ru/moskva/vrach/588302-mezenceva/otzivi/,Мезенцева Наталья Владимировна,25,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Спектра» на Герасима Курина,2,0.52
https://prodoctorov.ru/moskva/vrach/588643-bahareva/otzivi/,Бахарева Неля Викторовна,44,"Терапевт, гастроэнтеролог, пульмонолог",к.м.н.,«МедЦентрСервис» в Митино,12,0.24
https://prodoctorov.ru/moskva/vrach/590016-lashko/otzivi/,Грецкая (Лашко) Мария Леонидовна,10,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской; Поликлиника №175 на Сиреневом бульваре 30 (ранее ГП №86),3,0.27
https://prodoctorov.ru/moskva/vrach/590996-myasnikova/otzivi/,Мясникова Екатерина Михайловна,13,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника «Столица» на Профсоюзной; Клиника «Столица» на Ленинском проспекте 90,6,0.73
https://prodoctorov.ru/moskva/vrach/591677-golodnyh/otzivi/,Голодных Юрий Викторович,48,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,«Прима Клиника»,2,0.31
https://prodoctorov.ru/moskva/vrach/592213-zubkova/otzivi/,Зубкова Галина Васильевна,36,"Терапевт, врач общей практики (семейный врач), гастроэнтеролог",к.м.н.,«GMS Clinic» на Смоленской,2,0
https://prodoctorov.ru/moskva/vrach/595660-bykova/otzivi/,Быкова Светлана Александровна,33,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог, паразитолог",к.м.н.,Клиника «YourMed»; Клиника «Медгород» на Тверской; Клиника «ПреМед»,97,1
https://prodoctorov.ru/moskva/vrach/596773-ryabikova/otzivi/,Рябикова Александра Евгеньевна,12,Гастроэнтеролог,к.м.н.,Госпиталь им. Вишневского,0,0
https://prodoctorov.ru/moskva/vrach/603563-makatova/otzivi/,Макатова Аида Иршадовна,43,"Терапевт, врач УЗИ, гастроэнтеролог, иммунолог, кардиолог, невролог, ревматолог, эндокринолог",первая категория,«МедЦентрСервис» на Курской; Клиника «Хеликс» на Полежаевской,16,0.85
https://prodoctorov.ru/moskva/vrach/604096-prohorova/otzivi/,Прохорова Оксана Ивановна,18,"Гастроэнтеролог, терапевт",к.м.н.,Диагностический центр №1 на Миклухо-Маклая,1,0.22
https://prodoctorov.ru/moskva/vrach/605353-kochetkov/otzivi/,Кочетков Александр Михайлович,40,"Гастроэнтеролог, гепатолог, диетолог, терапевт",высшая категория; д.м.н.,Клиника «Др Медикал Групп»,0,0
https://prodoctorov.ru/moskva/vrach/609979-arapova/otzivi/,Арапова Мария Валерьевна,13,"Гепатолог, гастроэнтеролог",вторая категория,«Клиника ОМС» (ранее «Доктор Рядом на Шипиловской»); «Клиника ОМС» на Большой Академической,5,0.68
https://prodoctorov.ru/moskva/vrach/609985-kuzmina/otzivi/,Кузьмина Ольга Сергеевна,26,Гастроэнтеролог,к.м.н.,Больница МОНИКИ,0,0
https://prodoctorov.ru/moskva/vrach/609987-sumcova/otzivi/,Сумцова Ольга Васильевна,43,"Гастроэнтеролог, гепатолог",высшая категория,Больница МОНИКИ,2,0.55
https://prodoctorov.ru/moskva/vrach/613228-malkov/otzivi/,Мальков Роман Евгеньевич,36,"Гастроэнтеролог, диетолог, физиотерапевт",высшая категория,Лаборатория «Хромолаб» на Павелецкой; «Митра Клиник»,13,0.79
https://prodoctorov.ru/moskva/vrach/61446-goryacheva/otzivi/,Горячева Ольга Александровна,20,"Детский гастроэнтеролог, гастроэнтеролог, педиатр",к.м.н.,Медицинский центр «Софт» (Soft) (ранее «ЛОР клиника» на Мосфильмовской); Клиника «ДокДети» на Ломоносовском; Детская клиника «Автор-Мед»,43,0.96
https://prodoctorov.ru/moskva/vrach/617467-isakov/otzivi/,Исаков Василий Андреевич,37,Гастроэнтеролог,профессор,Клиника «ФИЦ питания и биотехнологии»; Больница МОНИКИ,0,0
https://prodoctorov.ru/moskva/vrach/617469-morozov/otzivi/,Морозов Сергей Владимирович,24,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «ФИЦ питания и биотехнологии»,0,0
https://prodoctorov.ru/moskva/vrach/617471-pilipenko/otzivi/,Пилипенко Владимир Иванович,22,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «ФИЦ питания и биотехнологии»,0,0
https://prodoctorov.ru/moskva/vrach/617483-kosyura/otzivi/,Косюра Светлана Дмитриевна,40,"Терапевт, врач УЗИ, гастроэнтеролог",высшая категория; к.м.н.,Клиника «ФИЦ питания и биотехнологии»,0,0
https://prodoctorov.ru/moskva/vrach/61831-stepanova/otzivi/,Степанова Татьяна Владимировна,28,"Гастроэнтеролог, гепатолог, терапевт",высшая категория,Клиника «ИАКИ» на Парке Победы; «СМ-Клиника» на Новочеремушкинской,29,0.77
https://prodoctorov.ru/moskva/vrach/61866-gelmedov/otzivi/,Гельмедов Мансур Фагимович,22,"Гастроэнтеролог, эндоскопист",к.м.н.,«Медицинский центр в Коломенском» на Высокой,12,0.71
https://prodoctorov.ru/moskva/vrach/61986-miroshnikova/otzivi/,Мирошникова Елена Юрьевна,28,"Гастроэнтеролог, детский гастроэнтеролог, терапевт",высшая категория,«Поликлиника на улице Строителей»; Клиника «Ваш Доктор» в Тропарево; Больница Святителя Алексия,16,0.37
